Sh- Close your door on - door on the way out? Thanks.	0
Yeah. Probably wanna get this other door, too.	0
What are we talking about today?	1
Uh, well, first there are perhaps these uh Meeting Recorder	1
Oh, yeah. That was kind of uh interesting. The - both the uh -	1
the S_R_I System and the oth- And	1
for  one  thing that - that  sure  shows the	1
difference between having a lot of uh	1
or not, uh, the uh -	1
The best kind of number we have on the English uh -	1
near microphone only is - is uh three or four percent.	1
And uh it's significantly better than that, using	1
fairly simple front-ends  on -  on the uh -	1
uh, with the S_R_I system. So I th- I think that the  uh -	1
But that's - that's using uh a - a pretty huge amount of data,	1
mostly  not  digits,  of course, but - but then again -	0
Well, yeah.  In fact , mostly not digits for the actual training the H_M_ Ms  whereas uh in this case we're just using digits for training the H_M_Ms.	1
Did anybody mention about whether the - the S_R_I system is a -	0
is - is doing the digits um	0
the wor- as a  word  model or as	0
uh a sub- s- sub-phone states?	0
I guess it's - it's uh allophone models, so, well -	0
Yeah. I think so, because it's their very d- huge, their huge system.	1
But. So. There is one difference - Well, the S_R_I system - the result for the S_R_I system that are represented here are with adaptation. So there is -	0
It's their complete system and - including on-line	0
And if you don't use adaptation, the error rate is	0
fifty percent worse, I think, if I remember. Yeah.	0
It's tha- it's that much, huh?	0
It's - Yeah. It's quite significant. Yeah.	0
But - but uh what - what I think I'd be interested to do given  that,  is that we - we should uh	1
take - I guess that somebody's gonna do this, right? - is to take some of these tandem things and feed  it  into the S_R_I system, right?	1
We can do something like  that . Yeah.	0
But I guess the main point is the  data  because uh	1
I am not sure. Our back-end is - is fairly simple but until now, well, the attempts	1
to improve it or - have fail- Ah, well, I mean	1
to - to - to do	0
Yeah, but he's doing it with the same data, right? I mean so to -	1
Yeah. So it's - Yeah.	0
So there's - there's - there's two things being affected. I mean. One is that - that, you know, there's something simple that's wrong with the back-end. We've been playing a number of states  uh I - I don't know if he got to the point of playing with the uh number of Gaussians yet but - but uh,	1
uh, you know. But, yeah, so far he hadn't gotten any big improvement, but that's  all  with the same amount of data which is pretty small.	1
So, yeah, we could retrain	1
Well, you could do  that,  but I'm saying  even  with it not - with  that  part not retrained,	1
on - on huge -	1
just - just using - having the H_M_Ms -	1
f- for the H_M_M models. Yeah. Mm-hmm.	0
much better H_M_ Ms.  Yeah.	1
But just  train  those H_M_Ms using different  features,  the features coming from our Aurora stuff. So.	0
But  what would be interesting to see also is what - what -	1
perhaps it's not related, the amount of data but the um	1
recording conditions. I don't know. Because	1
it's probably not a problem of  noise,  because	0
our features are supposed to be robust to noise.	0
It's not a problem of  channel,  because there is	0
normalization with respect to the channel. So -	0
I - I - I'm sorry. What - what is the problem that you're trying to explain?	1
The - the fact that - the result with the tandem and Aurora system are	1
uh so much worse. Yeah.	1
Oh. I uh but I'm - I'm almost certain that it - it -	1
I mean, that it has to do with the um amount of  training  data. It - it's - it's orders of magnitude off.	1
Yeah but we train only on  digits  and it's - it's a digit task, so. Well.	0
having a huge - If -	0
if you look at what commercial places  do,  they use a huge amount of  data.  This is a modest amount of data.	0
I mean, ordinarily you would say "well, given that you have enough occurrences of the digits, you can just train with digits rather than with, you know" -	0
But the thing  is,  if you have a  huge  - in other words, do  word  models - But if you have a  huge  amount of data	0
then you're going to have  many  occurrences of similar uh allophones.	0
And that's just a huge amount of training for it. So it's  um -	0
I - I think it  has  to be that, because, as you say, this is, you know, this is near-microphone, it's really pretty clean data.	0
Now, some of it could be the fact that uh - let's see, in the - in these multi-train things did we include noisy data in the	1
training? I mean, that could be  hurting  us actually, for the  clean  case.	1
Yeah. Well, actually we see that the clean train for the Aurora proposals are -	0
are better than the multi-train, yeah.	0
Yeah. Yeah. Cuz this is clean data, and so that's not too surprising.	0
Well, o- I guess what I meant is that	0
well, let's say if we - if we add enough data to train on the um	0
on the Meeting Recorder digits,	0
I guess we could have better results than  this.	0
What I meant is that perhaps we can learn something	0
what - what is different between T_I-digits and these digits and -	0
What kind of numbers are we getting on T_I-digits?	0
It's point eight percent, so.	0
So in the  actual  T_I-digits database we're getting point eight percent,	0
and here we're getting three or four - three, let's see,  three  for this?	0
um point  eight  percent is something like double uh or triple what people have gotten who've worked very hard at doing that. And - and also, as you point out, there's adaptation in these numbers also.	0
So if you, you know, put the ad- adap- take the adaptation off, then it - for the English-Near you get something like two percent.	0
And here you had, you know, something like three point four.	0
And I could easily see that difference coming from this huge amount of data that it was trained on. So it's -	1
You know, I don't think there's anything magical here. It's, you know, we used a simple H_T_K system with a modest amount of data. And this is a - a, you know, modern  uh system uh has - has a lot of nice points to it.	1
So. I mean, the H_T_K is an older H_T_K, even. So.	1
Yeah it - it's not that surprising. But to me it just - it just meant a practical  point that um if we want to  publish results on digits that - that people pay  attention to we probably should uh -	1
Cuz we've had the problem before that you get - show some  nice improvement on something that's - that's uh, uh - it seems like too large a number, and uh  uh people don't necessarily take it so seriously.	1
Yeah. So the three point four percent for this uh is - is uh -	0
So why is it - It's an interesting question though, still. Why is - why is it three point four percent for the d- the digits recorded in this environment as opposed to	0
the uh point eight percent for - for - for the original T_I-digits database?	0
th- that's my point I - I - I don't	0
Given - given the same - Yeah. So ignore - ignoring the - the - the S_R_I system for a moment, just looking at	0
the T_I-di- the uh tandem system,	0
if we're getting point eight percent, which, yes, it's high. It's, you know, it - it's not  awfully  high, but it's, you know - it's - it's high.	0
Um.  Why is it  uh four times as high,	0
Right? I mean, there's -  even though it's close-miked there's still - there really  is  background noise.	1
Um. And  uh I suspect when the T_I-digits were recorded if somebody fumbled or said something wrong or something that they probably made them take it over.	1
It was not - I mean there was no attempt to have it be realistic in any - in  any  sense at all.	1
And acoustically, it's q- it's - I listened. It's quite different. T_I-digit is -	1
it's very, very clean and it's like studio recording	1
whereas these Meeting Recorder digits	1
sometimes you have breath noise and	1
Yeah. So I think they were -	0
It's  not controlled at all, I mean.	0
I - Yeah. I think it's - it's -	0
So. Yes. It's - I think it's -	0
it's the indication it's harder.	0
Yeah and again, you know, i- that's true either  way.  I mean so take a look at the uh -	0
the S_R_I results. I mean, they're much much better, but still you're getting something like one point three percent	0
for uh things that are same data as in T_ - T_I-digits the same - same text.	0
Uh. And uh, I'm sure the same -	0
same system would - would get, you know, point - point three or point four or something	0
on the  actual  T_I-digits. So this - I think, on  both  systems the  these digits are showing up as harder.	0
Which I find sort of interesting cause I think this is closer to -	0
uh I mean it's still  read.	0
But I  still  think it's much closer to - to what - what people actually face,	0
um when they're - they're dealing with people saying digits over the telephone. I mean.	0
I don't think uh -	0
I mean, I'm sure they wouldn't release the numbers, but I don't think that uh	0
the uh - the - the companies that - that do telephone  speech get anything like point four percent on their	0
digits. I'm - I'm - I'm sure they get -	0
Uh, I mean, for  one  thing people  do  phone up who don't have uh	0
uh Middle America accents and	0
it's a  we- we it's -  it's -	0
it's U_S. it has - has many people   who sound in many different ways. So.	0
O_K. That was  that  topic. What else we got?	0
Did we end up giving up on - on, any Eurospeech submissions, or - ?	0
I know Thilo and Dan Ellis are - are submitting something, but uh.	0
Yeah. I -  I guess e- the only thing with	0
the Meeting Recorder and, well, -	0
So, I think, yeah - I think we basically gave up.	0
Now, actually for the - for the Aur- uh we  do  have stuff for Aurora, right? Because - because we have ano- an extra month or something.	0
Yeah. So. Yeah, for sure we will	0
Well,  that's  fine. So th- so - so we have a couple - a couple little things on Meeting Recorder and we have -	0
We don't - we don't have to flood it with papers. We're not trying to prove anything to anybody. so.	0
Perhaps the point is that we've been working on	1
is, yeah, we have put the um the good V_A_D in the system and	1
it really makes a huge difference. Um.	1
I think, yeah, this is perhaps one of the reason why our system was not -	1
not the best, because with the new V_A_D, it's very -	1
So there is this point.	0
Uh. The problem is that it's very big and	1
we still have to think how to -	1
where to put it and -	1
because it - it -	0
and we - if we put it on the server side,	1
it doesn't  work,  because on the server side features you already have L_D_A applied	1
from the f- from the terminal side and	1
so you accumulate the delay so	1
the V_A_D should be before the L_D_A	0
which means perhaps on the terminal side and then smaller	0
So wha- where did this good V_A_D come from?	1
it's the network trained -	0
it's the network with the huge amounts on hidden - of hidden units, and	0
nine input frames compared to	0
in the proposal which has	0
a very small amount of hidden units and fewer inputs.	0
