Uh, so - uh, so I c- I definitely have to leave at three-thirty today for  whatever. That's -	0
Definitely have to go to tea. So -	0
Yeah, they're - they're having birthday cake and such and so I can't miss that.	0
You're a May birthday, right?	0
I'm a May birthday, yeah, so I have to -	0
Barbara  told me. Barbara Peskin.	0
only a couple of agenda items, since no one sent me email for agenda items. Uh, the first is the I_B_M transcripts. I'd like to	1
uh,  mention  - I s- I spoke with  several  of you about this, but just to	0
brainstorm a little bit about what we can do with it.	0
So we got back the I_B_M transcript, and the  accuracy  looks O_K. There are - I mean, there are areas which are	1
clearly wrong and there are a lot of areas where they put  question  marks,	1
where the acoustics weren't very good. And I think that's  fine.  Putting it in question marks is better than doing it wrong.	1
The  big  problem was, they had the  wrong  number of beeps in it.	1
And that's  exactly  what I was  afraid  of.	1
And I went in, and more or less by  hand,   corrected  it, by loading it - I wrote a script that will convert it to the multi- the Channeltrans format,	1
looked at it in - in Channeltrans and	1
found the places where it got a- unsynchronized, and then either -	1
And in  this  case only - only had to remove beeps, because that was th-  always  the error,	1
is that they put in it  extraneous  beeps. But it's  not  easy to  do,	1
because the whole thing gets	1
offset, and basically, it's assigning the wrong speaker to the text, and it all gets unaligned. So it's very difficult	1
to  do.  So it took me several hours	0
this is one - it's one hour of - of - of speech?	0
And it took you a few hours to - to do it.	0
It took me a couple hours to write the scripts, and then	1
it - it probably took me	1
maybe forty-five minutes,  just  going  through  it. Now obviously it will be a lot  faster  from now  on,  because now I sort of understand how it works.	1
But, I think if we had some way - uh some  tool  that made it easier to insert and delete beeps	1
it would make it a lot easier. Cuz  one  of the problems is that it takes a very long  time  when you make a change to load it back up in the  channel  transcriber.	1
Yeah, that's true. I've noticed that. Yeah.	0
One  of the things that  Adam  said that I thought would be a good  idea  would be, um,	0
And so there  may  be -	0
if we g- used different  beeps.  So for example if we  alternated  between two beeps, a high and a low.	0
Uh, well in - in some email that, uh, we had.	0
I didn't  just  say that, no.	0
Yeah. Um - Because  then  -	0
So th- so this is the o- the other  approach  which is, what do we do in the  future,  to try to make this less common? But it's  still  gonna happen.	0
Well, and then the  other  possibility was - e- that we provide them with a - a file that already has the beeps  in  it or something. Wasn't that what you said?	1
Sort of a text template, but I don't know how	0
Yeah, we don't know what their process is. So I had two ideas. The first was to provide them a text template that had both the beeps in it and the speaker I_Ds.	1
You know, just "male-female", "English-nonEnglish", "one two three four".	0
Can I - I - I just -	0
And they just filled it in.	0
How- how many - how many beeps are there, and how many do we- were they -	1
d- were - were off?	1
It was like a hundred twenty, and they had a hundred twenty-three or something like that. Is that right?	0
Well, l- I- I thought it was a lot  more  than that.	0
And is it a -	0
Well I - I don't remember.	0
They were  three  off, basically.	0
Yeah, and it was a hundred-ish.	0
And this is the mixed signal?	0
So - so if you get one -	0
uh, uh, excuse me. If you get one off, it - t- everything is off  cuz of the alignment  right?	1
Uh, and this is all in one file that's continuous.	1
So why don't you make it multiple files?	1
Because then if they have one off, then - then it would only screw up that file.	0
Oh, you mean just break the one hour into	0
I mean, it seems now, if you just ha- make one mistake then everything is off.	0
Well the only - the only question about  that  that I have is, um, I think Brian has to put all this stuff onto a  tape.	1
So I don't know whether -	0
I'm sure they would prefer it sort of one hour.	0
Can he send them - I guess he could send them multiple	0
Yeah, just say, "O_K, is -"	0
ten minutes is -" I mean,	0
maybe there's other things to do that are more  clever,  but this just seemed to be the sort of the obvious thing because, again, if you make  one   mistake,	0
then everything after that mistake is  off.	0
Well, the only other issue is we'd have to worry about reassembling them in the proper order.	1
That - I mean, just naming schemes will get -	0
We can definitely do that. So t- so one question is, are there good places in the files where we can really do that?	0
Well, the other thing - You can -	0
I mean, so - so - so someone will have to go through them and listen to them and pick a place to break them.	0
The  other  thing you  can  do- This is on the mixed signal,  or are these the individual -	0
the ones with the beeps that they're getting,	0
that they made mistakes on is	0
They are played from the	0
Or they're indivi- If it's individual, um -	1
y- c- we can -	1
probably  run a forced  alignment,	1
where you c- include the beeps as words	1
and pretty much figure out where the  errors  are.	1
I don't think we could do it on the  mixed  signal, cuz it -	1
But on the individual channels that would probably work,  if  they have enough	1
Yeah, we - In fact, that's - Yeah, maybe we -	0
So, I mean, that's pretty quick to run. It - it's, um -	0
I mean, we could  try  it.	0
Cuz if a beep is treated as a	0
You mean, so, actually put - put the wavefile in with beep in it.	0
Put in - put "beep" in as a word.	0
And pu- and have a beep model.	0
We  have  the original  wavefile  with all the beeps.	0
the beep model - Actually, you could  train  a beep model. That - that's a good idea.	0
It would be very good.	0
Yes, it would be, cuz it's very, very regular.	0
Oh. Kind of low variance, wouldn't that be?  You sort of  might end up with	0
Um, that might actually -	0
some infinities there, but -	0
You have to - may - add some jitter to it.	0
I mean, that might actually work, because you'll -	1
I guess the trick is figuring out, you know, where it doesn't align?	1
But if it's a problem of  extra  beeps,	1
rather than  missing  beeps, then -	1
It could t- it could -	0
and it might work. Oh.	0
There could be some missing ones. But -	0
It's just in  this  case they were not.	0
seven  or something? Or - What is it?	0
So I think - uh, Chuck had a good explanation for it which I liked, which is these - they're listening to it and so they write something down, and let's say they miss it, they  rewind.	0
Well, they hear the beep again. Was that  that  beep, or was that a  different  beep? So that's why Chuck was suggesting different tones.  My  original thought	1
was, you could have a different tone for each  speaker.	1
You know, there's plenty of  tone  space.	0
And that might help  cue	0
You know, give them a little  cue  about where they  are.	0
Or you could - you could have ascending tones, or something.	0
Increasingly high - higher frequencies.	0
You could have, um, each speaker in the meeting say "beep" and record it and that will be their pro-	0
No, I just - thi- I don't know. If you have a hundred or something just - just sort of move them up i- mu- up a - a half tone or something for - for  each one, and then -	0
That's  what I was  saying.  Is that - that you could have -  each  speaker could have their own  tone.	0
See, I should  listen.  Yeah?	0
And you know, since there are no more than,	0
you know, ten speakers or so per meeting,	0
there's plenty of tone space.	0
Uh, O_K, yeah. So the only -	0
That  might work too. Yeah, I was just thinking that actually  temporally  just, uh, uh, uh, an increasing tones so that	0
they would really have a sense of whether they were going, you know, forward or backward or - Yeah.	0
So just r- r- truly chron- chromatically up  all the way through the entire meeting.	0
Oh, oh, th- oh, I see.	0
It'd be impossible to r- to misorder them.	0
But yo- I guess you'd still get the mistake that  you  mentioned, because	0
the person - I mean, if that's some of the errors, those would probably stay the same, regardless.	0
I mean,  Chuck's  suggestion of just  two  beeps is nice because then you could have them actually  transcribe  "H_beep" or "L_beep", "high beep" or "low beep".	1
And then when we get  them   back, if we see two L_beeps in a row -	1
It would be much easier.	0
That's probably better, yeah. S- scratch my other idea.	0
Yeah, you have like a sanity - sanity check on them. That's a good idea. Alternating.	0
It's pretty simple, pretty simple.	0
And it would - it seems like it would help  them,  you know, if they	1
just finished a long passage and they heard	1
one  beep and then they	1
hear it again, they know it's the same  beep.	1
Versus if they heard a slightly different one.	1
Yeah, that's a good, like, error checking	0
yeah, like, do - do, uh,	0
one for each ca- one for each person in the meeting, you can only hire people who have perfect pitch, and they can say "A_flat"  "B_".	0
Well.  Well, "high", "low" is pretty straightforward, yeah.	0
No, two is probably better than what I was suggesting, because what I was suggesting, in order to make it through a reasonable range for the whole	0
thing, you'd have to have the -	0
the tonal differences between the two kind of small, and actually you want them large. So.	0
You'd have to - they'd have to have the acoustics of dogs t-  hear into the high high ranges.	0
So I think,  certainly,  doing two beeps is - is no-brainer. And then the other question is,  if  they can -	0
do  something on a computer in a format we can  handle,  we could give them a text file that was a template with speaker I_D and beeps already in it.	1
And then they could just fill that in.	1
Maybe I should write to Brian and tell him what the problem  was  and what our proposed solutions are.	1
See what he thinks would work best with  them.	0
I mean, what's going  wrong  on the other end? What are they  doing?  What, uh -	0
Well, as I  said,  I think - We don't  actually  know, but I think Chuck's  hypothesis  was a  good  one, which is, you re- r- you  listen  to something,	1
you write down what you thought you heard,	1
but you want to listen to it again, so you r- rewind.	1
And there are some -	0
And then you hear the beep  again, and then you say "well, is that  that  beep,	1
or is that a new beep?  I  don't remember." And so, you know, a  couple  times they got it  wrong.	1
And there are  some  cases where there's, um,	0
very little  speech  before you hear a beep. So you hear a little bit of speech, beep, a little bit of speech, beep.	0
Maybe three of those in a  row,  and was that  three  beeps, was that  two  beeps?	0
Um - See, they have th- Brian said the setup that they  have  is, um -	0
They've got headphones and  then  I guess they have a computer, and they have a foot pedal which lets them quickly	0
scan back and forth through the tape. I- i- t- i- s- makes the tape go real fast forward or fast backward.	0
And so they can  hear  something, then step on the pedal and quickly rewind	0
and go back and hear it  again.  And so they're -	0
I  think  they're probably going over and  over  f- sections. And then they get  confused  about whether	0
they've already  put that beep, or if they heard, you know, three beeps in a row, was that  three  or  two,  and -	0
It's a  shame  we can't  really  give a  number.  So it would be a  number   and  a  beep.	1
It's a shame we can't do that.	0
Oh,   that's  an interesting idea.	0
We  could,  but then that starts getting	0
No, no, no. But  wait,  maybe -	1
maybe what we  have  instead of a  beep  is a, uh, synthesized  number.	1
And they put the  number  in when they hear it.	1
So, inst-  replacing   the beep with "twenty- three ",	1
"twenty-five" -  And then they have to transcribe what that  number  is each time.	1
Wow, that'd  also  be shorter to  type.	1
Yeah, just a "two three, two four", that would be -	0
Well, they would have to have a mark.	0
There'd be some kind of mark in front of it.	0
Well, cuz they're s- distinguishing between twenty-three -	1
that's your  indicator  there, and twenty-three that somebody happens to  say  in a  meeting.	1
Well it would have t- yeah, it would have to be um,	0
you know either obviously a s- sounding synthesized, uh, little -	0
But they might miss that, right?	0
Or maybe could it be a  click  and the  number.	0
