So just make sure that th- your wireless mike is on,	0
if you're wearing a wireless.	0
And you should be able to see which one - which one you're on by, uh, watching the little bars change.	0
So, which is  my  bar?  Mah!	0
So, actually, if you guys wanna go ahead and read digits now, as long as you've signed the consent form, that's alright.	0
Are we supposed to read digits at the same time?	0
No. Each individually. We're  talking  about doing all at the same time but I think  cognitively  that would be  really  difficult.	0
To try to read them while everyone else is.	0
Everyone would need  extreme  focus.	0
So, when you're reading the digit strings, the first thing to do is just say which transcript you're on.	0
We may wind up with ver-	0
We - we may need versions of all this garbage.	0
So the first thing you'd wanna do is just say which transcript you're on. So.	0
You can see the transcript? There's two large number strings on the digits?	0
So you would just read that one.	0
And then you read each line with a small pause between the lines.	0
And the pause is just so the person transcribing it can tell where one line ends and the other begins. And I'll give - I'll read the digit strings first, so can see how that goes.	0
Again, I'm not sure how much I should talk about	0
Mmm. Well, we have  one  more coming.	0
Well, why don't I go ahead and read digit strings and then we can go on from there.	0
O_K. Well, we can start doing it.	0
So, uh, just also a note on wearing the microphones. All of you look like you're	0
doing it reasonably correctly, but you want it about two thumb widths away from your mouth,	0
and then, at the corner.	0
And that's so that you minimize breath sounds,	0
so that when you're breathing, you don't breathe into the mike.	0
So, everyone needs to fill out,	0
only  once,  the speaker form and the consent form.	0
And the short form -	0
I mean, you should  read  the consent form, but	0
uh, the thing to notice is that we  will  give you an opportunity	0
to edit a- all the transcripts.	0
So, if you say things and you don't want them to be released to the general public,	0
which, these will be available at some point to anyone who wants them,	0
you'll be given an opportunity by email,	0
uh, to bleep out any portions you don't like.	0
On the speaker form just fill out as much of the information as you can.	0
If you're not exactly sure about the region,	0
we're not exactly sure either. So, don't worry too much about it.  The - It's just self rating.	0
And I think that's about it.	0
I mean , should I -	0
Do you want me to talk at all about  why  we're doing this and what this project is? or - ?	0
Um, yeah. No. There was - there was - Let's see.	0
Does Nancy know that we're meeting in here?	0
She got an emai- she was notified.	0
Oh yeah, she got an e- Yeah, yeah.	0
Whether she  knows    is another question.	0
So are the people going to be identified by name?	0
Well, what we're gonna - we'll anonymize it in the transcript.	0
Um, but not in the audio.	0
O_K. So, then in terms of people worrying about,	0
things from the transcript, it's unlikely.	0
Since it - it does- isn't attributed.	0
Oh,  I  see, but the a- but the - but the -	0
Right, so if I said, "Oh, hi Jerry, how are you?", we're not gonna go through and cancel out the "Jerry"s.	0
Um, so we  will  go through and, in the speaker I_D tags there'll be, you know, M_one O_ seven, M_one O_ eight.	0
um, it w- uh, I don't know a good way of doing it on the  audio,  and still have people who are doing  discourse  research be able to use the data.	0
Mm-hmm. No, I - I wasn't complaining, I just wanted to understand.	0
Well, we can make up aliases for each of us.	0
Yeah, I mean, whatever you wanna do is fine, but we find that - We  want  the meeting to be as natural as possible.	0
So, we're trying to do  real  meetings.	0
And so we don't wanna have to do aliases and we don't want people to be editing what they say.	0
So I think that it's  better  just as a pro- post-process to edit out every time you bash Microsoft. You know?	0
Um, O_K. So why  don't  you tell us briefly	0
your - give - give your e- normal schpiel.	0
So this is - The project is called Meeting Recorder and there are lots of different aspects of the project. Um.	0
So  my  particular interest is in the P_D_A of the future.	0
This is a mock-up of one. Yes, we do believe the P_D_A of the future will be made of wood.	0
The idea is that you'd be able to put a P_D_A at the table at an impromptu meeting,	0
and then be able to do querying and retrieval later on, on the meeting.	0
So that's my particular interest, is a portable device to do m- uh, information retrieval on meetings.	0
Other people are interested in other aspects of meetings.	0
Um. So the first step on that, in  any  of these, is to collect some data.	0
And so what we wanted is a room that's instrumented with both	0
the table top microphones, and these are very high quality pressure zone mikes,	0
as well as the close talking mikes.	0
What the close talk- ng- talking mikes gives us is some ground truth,	0
gives us, um, high quality audio,	0
um, especially for people who aren't interested in the  acoustic  parts of this corpus. So, for people who are more interested in language,	0
we didn't want to  penalize  them by having only the far field mikes available.	0
And then  also,  um, it's a very, very hard task in terms of speech recognition.	0
And so, uh, on the far field mikes we can expect very low recognition results.	0
So we wanted the near field mikes to at least  isolate  the difference between the two.	0
So that's why we're recording in parallel with the close talking and the far field at the same time.	0
And then,  all  these channels are recorded simultaneously and framed  synchronously   so that you can also do things like, um, beam-forming on all the microphones and do research like that.	0
Our intention is to release this data to the public,	0
um, probably through f- through a body like the L_D_C.	0
And, uh, just make it as a generally available corpus.	0
There's other work going on in meeting recording. So, we're - we're working with S_R_I,	0
NIST has started an effort which will include video.	0
We're not including video, obviously.	0
and then also, um, a small amount of assistance from I_B_M.	0
Um.  Oh,  and the  digit  strings, this is just a more constrained  task.  Um.	0
So because the general environment is so challenging, we decided to - to do at least one set of digit strings	0
to give ourselves something easier. And it's exactly the same digit strings as in T_I-digits, which is a	0
common connected digits corpus. So we'll have some, um, comparison to be able to be made.	0
O_K, so when the l- last person comes in, just have  them   wear a wireless. It should be on already.	0
Either one of those. And uh, read the digit strings and - and fill out the forms. So, the most important form is the consent form, so just be s- be sure everyone signs that,  if  they consent.	0
I'm sure it's pretty usual for meetings that people come late, so you will have  to leave  what you  set .	0
And uh, just give me a call, which, my number's up there when your meeting is over.	0
And - I'm going to leave the mike here but it's n-	0
