close the door so that - Uh, Stephane will -	0
Could you go ahead and turn on, uh, Stephane's -	0
So that's the virtual Stephane over there.	0
Do you use a P_C for recording? Or -	0
Uh, yeah, a Linux box. Yeah. It's got, uh, like sixteen channels going into it.	0
The quality is quite good? Or - ?	0
Yeah, so far, it's been pretty good.	0
So, uh, yeah - the suggestion was to	0
have these guys start to -	0
Why don't you go ahead, Dave?	1
O_K.  Um,  so, yeah, the - this past week I've been main- mainly occupied with, um,	1
getting some results, u- from the S_R_I system trained on this short Hub-five training set for the mean subtraction method. And, um,	1
I ran some tests  last  night. But, um,	1
the results are suspicious. Um, it's, um,  cuz they're -	1
the baseline results are worse	1
than, um, Andreas - than results Andreas got previously.  And  it could have something to do with, um -	1
That's on digits. It c- it - it could h- it could have something to do with, um,	0
downsampling. That's - that's worth looking into.	0
ap- ap-  apart  from that, I guess the - the main thing I have t- ta- I have to talk is, um,	1
where I'm planning to go over the  next  week. Um.	1
So I've been working on integrating this mean subtraction approach into the SmartKom system.	1
And there's this question of, well, so, um, in my tests before with H_T_K I found it worked - it worked the best with about twelve seconds of data used to estimate the mean, but,	1
we'll often have less  in the SmartKom system.  Um.	1
So I think we'll use as much data as we have  at a particular time, and we'll -	1
um, to get as much data as we possibly can from the user. But,  um,  there's a question of how to set up the models. So um,	1
we could train the models. If we think twelve seconds is ideal we could train the models using	1
twelve seconds to calculate the mean,	1
to mean subtract the training data. Or we could, um,	1
amount.  So - like I did an experiment where I, um,	1
was using six seconds in test,	0
for - I tried twelve seconds	0
in train. And I tried, um,	0
um, the same in train - I'm a- I tried  six  seconds in train. And  six  seconds in train  was about point three percent better.	0
Um, and -  um, it's not	0
clear to me yet whether that's  something significant.	0
So I wanna do some tests and, um,  actually make some plots	0
of, um - for a particular amount of data and test what happens if you vary the amount of data in train.	0
Uh, Guenter, I don't know if you t-	0
followed this stuff but this is, uh,	0
Yeah, we - we spoke about it already, yeah.	0
Yeah. Yeah, he - you talked about it. Oh, O_K. So you know what he's doing. Alright.	0
y- s- so I was - I actually ran the experiments mostly and I - I was - I was hoping to	0
have the plots with me today. I just didn't get to it. But, um -	0
yeah, I wou- I would be curious about people's feedback on this cuz I'm -	0
I p- I think there are some	0
I think it's - it's kind of like a - a bit of a tricky engineering problem. I'm trying to figure out what's the optimal way	0
to set this up. So, um,  I'll try to make the plots and then put some postscript up on my - on my web page.	0
And I'll mention it in my status report if people wanna take a look.	0
You could clarify something for me. You're saying point three percent,	0
you take a point three percent hit,	0
the training and testing links are - don't  match  or something? Is  that  what it is? Or - ?	0
I - I  don't  think it - it's  just for  any  mismatch  you take a hit.  i- In  some  cases it might be	0
u-  better  to have a mismatch.  Like I think I saw something like - like if you only have  two  seconds in test,	0
or, um, maybe it was something like  four  seconds, you actually	0
do a little  better  if you, um,  train on  six  seconds than if you train on  four  seconds.  Um,	0
but the case, uh - with the point three percent hit was	0
using six seconds in test, um, comparing train on twelve seconds  versus train on six seconds.	0
The train on twelve seconds.	0
O_K. But point three percent, uh, w- from what to what?	0
