Yeah, I think I got my mike on.	0
O_K. Ami, do yours then we'll  open it  and I think it'll be enough.	0
Mmm - Doesn't, uh - It should be the other way. Yeah, now it's on.	0
O_K. So, we all switched on?	0
We are  all  switched on, yeah.	0
Alright. Anyway. So, uh, before we get started with the, uh,  technical  part, I just want to review what I  think  is happening with the -	0
We are all switched on.	0
our  data collection.  So -	0
that shouldn't come up in this meeting. Th- this - this is s-  should   be im- it isn't - There's another thing going on of gathering data,	0
and that's pretty much independent of this.	0
But, uh, I just want to make sure we're all together on this.	1
What we think is gonna happen is that,	1
uh, in  parallel  starting about now  we're gonna get Fey	1
where you're working with me and Robert, draft a note that we're gonna send out to various CogSci c- and other classes saying, "here's an opportunity to be a subject.	1
And then there'll be a certain number of um, hours during the week which she will be available and we'll bring in	0
people. Uh, roughly how many, Robert?	0
We d- Do we know?	0
Um, fifty was  our  - sort of our first -	0
O_K. So, we're looking for a total of fifty people,  not necessarily by  any  means all students but we'll s- we'll start with - with that.	1
In  parallel  with that, we're gonna need to actually do the  script.	1
And, so, I guess there's a plan to have a meeting Friday afternoon	0
Uh, with - uh, Jane, and maybe Liz and  whoever,  on actually getting the script worked out.	1
But what I'd  like  to do, if it's O_ K,	1
to, as I say, start the recruiting in parallel and possibly start running subjects next week.	1
The week after that's Spring Break, and maybe we'll look for them - some subjects next door or  i-	0
Yeah. Also,  Fey  will not be here during spring break. So.	0
Oh, O_K, then we won't do it. O_K. So that's easy.	0
So, is - Is  that	0
Yeah. Also, um, F-  both Fey and I will, um,	0
do something of which I may, eh -	0
kindly ask you to - to do the same thing, which is we gonna check out [MASK] Meaning,	1
um, kid children's gymnastic classes, pre-school parents and so forth.	0
They also sometimes have flexible schedules.	0
So, if you happen to be sort of in a non-student social setting, and you know people who may be interested in being subjects -	0
We also considered using the Berkeley High School and their teachers, maybe,	0
and get  them  interested in	0
So that's as far as our brainstorming was concerned.	0
Oh, yeah. The  high  school's a  great  idea.	0
But I - I will just make a first draft of the, uh,  note,  the "write-up" note, send it to you and Fey and then -	0
And why don't you also copy Jane on it?	0
Are we - Have we concurred that, uh, these - these forms are sufficient for us, and necessary?	0
Uh, th- I think they're  necessary.	0
This - The  permission  form.	1
Uh, there  has  to  be  one, and I think we're just gonna use it as it is, and	1
Well, yeah. There's one tricky part	0
um, they have the right	0
I- The last paragraph  "if you agree to participate you have the opportunity to have anything excised which you would prefer not to have included in the data set."	0
O_K?  Now  that,  we- had to be included for this	0
other  one which might have, uh, meetings, you know,  about  something. In this case, it doesn't  really  make sense.	0
Um, so what I'd  like  to do	1
is  also  have  our  subjects sign a waiver	1
saying "I don't want to see the final transcript".	1
And if they  don't  - If they say "no, I'm not willing to  sign  that", then we'll  show  them the final transcript. But, um.	0
yeah , so we  might  actually, um	0
S- i-  Jane  may say that, "you know, you can't  do  this", uh,	0
"on the same form, we need a  separate  form." But anyway. I'd - I'd - I'd like to,	0
e- e- um, add an- a little thi- eh - a thing for them to initial, saying "nah, do- I don't want to see the final transcript." But other than that, that's one's been approved,	0
this really  is  the same project,	0
uh, rec- you know. And so forth. So I think we just go with it.	0
So much for the data,	0
except that with Munich everything is fine now.	1
They're gonna  transcribe. They're also gonna translate the, uh, German data from the	1
T_V and cinema stuff for Andreas. So.	1
They're -  they  all seem to be happy now,	0
So.   w- c-  sh- should we move on to the technical sides?	0
Well I guess the good -  good  news of  last  week was the  parser.	0
Bhaskara and I started working on the -	0
the parser. Then Bhaskara went to class and once he came back, um,	0
It, uh - I didn't measure it, but it was about an hour and ten minutes.	0
And, um - and now it's - We have a complete English parser that does everything the German parser does.	1
Which is  not a  lot.  But -	0
The - uh,  that's  not a  lot.	0
What did you end up having to do? I mean, wha- Was there anything	0
Well, if you, eh -	0
interesting about it at all? or are we gonna see that?	0
Yeah, we can  show  us, right?	0
We d- The first we did is we - we tried to - to do - change the - the   "laufen"   into "run",  or "running",  or "runs".	0
And we noticed that whatever we tried to do, it no effect.	0
And, uh, the  reason  was that the parser i- c-	1
parses  the p- the same output,	0
um, even if you leave out, um,	0
all - all of  this.  So it's basically feature film and T_V.	0
Today  O_K. And the - t- and the time, right?	0
If - if you'd add - add Today and Evening, it'll add Time or not. So it - i- it  does  look at that. But all the rest is p- simply frosting on the cake,	0
and it's optional for that parser.	0
So, you can sho- You - you - Are - are you gonna show us the little templates?	0
Yeah. We ar- we can sh- er - I can show you the templates.	0
"The former end g-"   Oh, I see. Uh-huh.	0
I - I also have it  running  here, so if I	0
um,  you can see that	0
it parsed the wonderful English sentence, "Which films are on the cinema today  evening?"	0
Uh do- don't worry about it. It could be	0
" this  evening, which - which films are on the cinema", or "running in the cinema, which -"	0
uh, "today evening", uh i-	0
"Is anything happening in the cinema this evening?"	0
O_K.  Key  words, e- basically.	0
Ge- elaborate, or, more or less,  uh -	0
Actually, it's a  little  tricky,	0
Oh.  So it - it doe- I- it - These -	0
u- these optional elements, it's - it's actually a  set,  not a  sequence?	0
Yeah. We were - I was afraid that, um -	0
So it really  is  key word matching, basically.	1
Um, I mean, these sentences are just silly. I mean, uh, d- these were not the ones we - we actually  did  it.	0
Um. What's an idiomatic of phrasing this? Which films are	0
@@   Are pl-  playing  at the cinema?	0
I changed that file, actually, where it's on my account.	0
Actually, you would say, "which films are  on  tonight?"	0
You want to get it? Or - is - di- was it easy to get it?	0
Um. I have no net here.	0
O_K. So. Wonderful parse, same thing.	0
Except that we d- w- we don't have this, uh, time information here now, which is,	0
Oh. This - are the reserve.	0
These are the - sort of the ten different sentence types	1
the parser was able to do. And it still  is,  now in English.	1
you have already to make it a little bit more elaborate, right?	0
Yeah, I mean I changed those sentences to make it, uh,	0
And, of course, you can have i-	1
many  variations in those sentences, they will still parse fine.	1
So, in a sense it's pretty broad.	0
So, if you want to  look  at the templates,	0
they're conveniently located in a file, "template".	0
and  this  is what I had to do. I had to change,  @@	0
"Spielfilm"   to "film", uh,   "Film"   to "movie", cinem-   "Kino"   to "cinema" -	0
to- "today" - heu-   "heute"   to "today", evening -   "Abend"   to "evening"	0
One thing I was wondering, was,	1
those functions there, are those things that modify [MASK] basically?	1
And that's - that's the next step, but we'll get to that in a second.	0
And so  this  means, um,	0
"this" and "see" are not optional.	0
"Want I like" is all  maybe  in there, but may also  not  be in there.	0
