And we already got the crash out of the way. It did crash, so I feel much better, earlier.	0
@@	0
Yeah.	0
Interesting.	0
Hmm.	0
Will you get the door, and - ?	0
@@	0
O_K. You collected an agenda, huh?	0
O_K, so um.	0
I  did  collect an agenda. So  I'm  gonna go first.	0
Mwa-ha-ha!  It shouldn't take too long.	0
Yeah.	0
Um, so we're pretty much out of digits. We've gone once through the set.	0
Um, so the only thing I have to do	0
No there's only ten.	0
Yeah, that's right.	0
so I - I just have to go through them and uh	0
Well, O_K.	0
pick out the ones that have problems, and either correct them or have them re-read. So we probably have like	0
four or five more forms to be read, to be once through the set.	0
I've also extracted out about an hour's worth. We have about two hours worth.	0
I extracted out about an hour's worth which are the f- digits with - for which	0
whose speaker have speaker forms, have filled out speaker forms. Not everyone's filled out a speaker form. So I extracted one	0
for speakers who  have  speaker forms	0
and for meetings in which the "key" file and the transcript files are parsable.	0
Some of the  early  key files, it looks like, were done by  hand,  and so they're not automatically parsable and I have to go back and fix those.	0
So what that means is we have about an hour of transcribed digits that we can play with.	0
Um,	0
So you think two - you think two hours is the - is the total that we have?	0
Liz  -	0
Yep,	0
yeah.	0
And you think we-  th-  uh,	0
I - I didn't quite catch all these different things that are not quite right, but you think we'll be able to retrieve the other hour, reasonably?	0
Yes, absolutely.	0
O_K.	0
So it's just a question of a little hand-editing of some files and then waiting for more people to turn in their speaker forms.	0
I have this web-based speaker form, and I sent mail to everyone who hadn't filled out a speaker form, and they're slowly s- trickling in.	1
So the relevance of the speaker form here, s-	0
It's for labeling the extracted audio files.	0
Oh, O_K.	0
By speaker I_D and microphone type.	0
Wasn't like whether they were giving us permission to use their digits or something.	0
No, I spoke with Jane about that and we sort of decided that	0
it's probably not an issue that - We edit out any of the errors anyway.	0
Yeah.	0
Right? So the- there are  no  errors in the digits, you'll always read the string correctly.	0
So I can't imagine why  anyone   would care.	0
So the other topic with digits is uh,	0
Liz would like to elicit different prosodics, and so we tried last week with them written out in English.	1
And it just didn't work at all because no one grouped them together. So it just sounded like	1
many many more lines instead of anything else.	0
So in conversations with Liz and uh Jane	0
