Is it starting now?	0
Yep.	0
So what - what - from - what - Whatever we say from now on,	0
Hello?	0
it can be held against us, right?	0
That's right.	0
and uh	0
It's your right to remain silent.	0
Yeah. So I - I - the - the problem is that I actually don't know how th- these held meetings are held, if they are very informal and sort of just people are say what's going on and  O_K.	0
Yeah.	0
Yeah, that's usually what we do. We just sorta go around and people say what's going on, what's the latest uh -	0
Yeah.	0
O_K. So I guess that what may be a - reasonable is if I uh first make a report on what's happening in [MASK] in general, at least what from  my  perspective.	0
Yeah.	0
That  would be  great.	0
Uh o-	0
And -	0
and uh so, I - I think that Carmen and Stephane reported on uh Amsterdam meeting, which was kind of interesting because it was for the first time we realized we are not friends really, but we are competitors.	0
Cuz until then it was sort of like everything was like wonderful and -	0
Yeah.	0
It seemed like there were still some issues, right? that they were trying to decide?	1
Yeah.	0
There is a plenty of - there're plenty of issues.	0
Like the voice activity detector, and -	0
Well and what happened was that they realized that if two leading proposals, which was [MASK] and us	0
both had uh voice activity detector.	0
Right.	0
And I said "well big surprise, I mean we could have told you that  n- n- n- four  months  ago, except we  didn't  because nobody  else  was bringing it up". Obviously [MASK] didn't volunteer this information  either,	0
Right.	0
cuz we were working on -	0
mainly  on voice activity detector for past uh several months because that's buying us the most uh thing. And everybody said "Well but this is not  fair.  We didn't  know  that."	0
And of course uh the - it's not working on  features  really. And be- I agreed. I said "well yeah, you are absolutely right, I mean if I  wish  that you provided better end point at speech because uh -	0
Right.	0
or at least that if we could modify the  recognizer,	0
uh to account for these long silences, because otherwise uh that - that - th- that wasn't a correct thing."	0
And so then ev- ev- everybody else says "well we should - we need to do a  new eval-  evaluation	0
without  voice activity detector, or we have to do something about it". And in principle I - uh I - we agreed.	0
Right.	0
Mm-hmm.	0
We said uh "yeah".	0
Because uh - but in that case,	1
uh we would like to change the uh - the algorithm because uh if we are working on different data, we probably will use a different set of tricks.	1
Right.	0
But  unfortunately nobody ever officially can somehow acknowledge that this can be done, because [MASK] was saying "no, no, no, now everybody has access to our code,	0
so everybody is going to copy what we did."	0
Yeah well our argument was everybody ha- has access to  our  code, and everybody always  had  access to our code. We never	0
uh - uh denied that. We thought that people are honest, that if you copy something and if it is protected - protected by patent	0
Yeah.	0
then you negotiate, or  something,  right? I mean, if you find our technique useful, we are very happy.	0
Right.	0
Right.	0
Mm-hmm.	0
But - And [MASK] was saying "no, no, no, there is a lot of little tricks which uh sort of uh cannot be protected and you guys will take them,"	0
which probably is also true. I mean,  you  know,	0
it might be that people will take uh	0
uh th- the algorithms apart and use the blocks from that. But I somehow think that it wouldn't be so bad, as long as people are happy abou- uh uh uh honest about it. And I think they have to be honest in the long run, because winning proposal again -	0
Yeah.	0
uh what will be available th- is - will be a  code.  So the uh - the people can go to code and say "well listen this is what you stole from me"  you know?	0
Mm-hmm.	0
Right.	0
Right.	0
"so let's  deal  with that". So I don't see the problem. The biggest problem of course is that f- that [MASK] cl- claims "well we fulfilled	0
the conditions. We are the best. Uh. We are the standard."	0
And e- and other people don't feel that, because they - so they now decided that - that - is - the whole thing will be done on well-endpointed data,	0
essentially that somebody will endpoint the data based on clean speech, because most of this the SpeechDat-Car has the also close speaking mike and endpoints will be provided.	0
Mm-hmm.	0
Ah.	0
And uh we will run again - still not clear if we are going to run the -	0
if we are allowed to run uh uh new  algorithms,  but I  assume  so. Because uh we would  fight  for that, really.	0
uh  but  - since uh  u- u- n- u-  - at least  our  experience is that only endpointing a - [MASK]	0
gets uh - gets you twenty-one percent improvement  overall  and twenty-seven improvement on [MASK]	0
Hmm.	0
then obvious the  database  - uh I mean the - the -	0
the -	0
uh the  baseline  will go up. And  nobody  can then achieve fifty percent  improvement.	0
Right.	0
So they  agreed  that uh there will be a twenty-five percent improvement required on -	0
on uh  h- u- m-  bad mis- badly mismatched -	0
But wait a minute, I thought the endpointing really only helped in the  noisy  cases.	0
It uh -	0
Oh, but you still have that with [MASK] O_K. Yeah.	0
Y- yeah. Yeah but you have the same prob- I mean [MASK] basically has an enormous number of uh insertions.	0
Right.	0
Yeah.	0
Yeah. Yeah.	0
And so, so  now  they want to say "we - we will require fifty percent improvement only for well matched condition, and only twenty-five percent for the serial cases."	0
Hmm.	0
And uh - and they almost agreed on that except that it wasn't a hundred percent agreed. And so last time uh during the meeting,	0
I just uh brought up the issue, I said "well you know uh quite frankly I'm surprised how lightly you are making these decisions because	0
this is a major decision. For two years we are fighting for fifty percent improvement	0
and suddenly you are saying "oh no we - we will do something less", but maybe we should  discuss  that. And everybody said "oh we discussed that and you were not a mee- there" and I said "well a lot of  other  people were not there because not everybody participates at these	0
teleconferencing c- things." Then they said "oh no no no because uh everybody is  invited. "	0
However, there is only ten or fifteen lines, so people  can't  even con- you know participate.	0
So eh they agreed, and so they said "O_K, we will discuss that."	0
Immediately Nokia uh raised the question and they said "oh yeah we agree this is not good to	0
to uh dissolve the uh uh - the uh - the criterion." So now officially, Nokia is uh uh complaining and said they - they are looking for support,	1
Mm-hmm.	0
uh I think QualComm is uh saying,  too  "we shouldn't abandon the fifty percent  yet.  We should at least  try  once again, one more round."	1
Mm-hmm.	0
Mm-hmm.	0
So this is where we  are.  I hope that - I hope that this is going to be a- adopted. Next Wednesday we are going to have uh	0
Hmm.	0
another uh teleconferencing call, so we'll see what uh - where it goes.	0
So what about the issue of um the weights on the - for the different systems, the	0
well-matched, and medium-mismatched and -	0
Yeah, that's what - that's a g-  very  good uh point, because David says "well you know we ca- we can manipulate this number by choosing the right weights anyways." So while you are right but - uh you know but	0
Mm-hmm.	0
Uh yeah, if- of course if you put a zero - uh weight zero on a mismatched condition, or highly mismatched then - then you are  done.	0
Mm-hmm.	0
But weights were also deter- already decided uh half a year ago.	0
And they're the - staying the same?	0
So -	0
Well, of course people will not like it.	0
Mm-hmm.	0
Now - What is happening now is that I th- I think that people try to match the criterion to solution.	0
They have solution. Now they	0
Right.	0
want to  make sure their criterion is -	0
And I think that this is not the right way.	0
Yeah.	0
Uh it may be that - that -   Eventually  it may ha- may ha- it may have to happen.	0
Mm-hmm.	0
But it's should happen at a point where everybody feels comfortable that we did all what we could.	0
Mm-hmm.	0
And I don't think we did. Basically, I think that - that this test was a little bit bogus because of the data	0
and uh essentially  there were these arbitrary	0
decisions made, and - and everything. So,	0
so - so this is - so this is where it is.	0
So what we are doing at [MASK] now is uh uh	1
uh	0
working basically on our parts which we I think a little bit neglected,	1
like noise separation.	1
Uh so we are looking in ways is - in uh which - uh with which we can provide better initial estimate of the mel spectrum basically,	1
which would be a l- uh, f-	1
more robust to noise, and so far not much uh success.	1
Hmm.	0
We tried uh	0
things which uh a long time ago Bill Byrne suggested, instead of using [MASK] fr	0
Their argument there was [MASK] fits the  peaks  of the spectrum, so it may be m- naturally more robust in  noise.	0
And I thought "well, that makes sense," but so far we can't get much - much  out  of it.	0
Hmm.	0
uh we may try some standard techniques like spectral subtraction and -	0
You haven't tried that yet?	0
not - not - not much. Or even I was thinking about uh looking back into these totally ad- hoc  techniques like for instance uh	0
Hmm.	0
Dennis Klatt was suggesting	0
uh the one way to uh deal with noisy speech is to add noise to  everything.	0
Hmm!	0
So.  I mean, uh uh add moderate amount of noise	0
Oh!	0
to all data.	0
I  see.	0
So that makes uh th- any additive noise less addi- less a- a-	0
effective, right? Because you already uh  had  the noise uh in a -	0
Right.	0
And it was  working  at the time. It was kind of like one of  these  things, you know, but if you  think  about it, it's actually pretty ingenious.	0
So well, you know, just take a - take a spectrum and - and - and add of the constant, C_, to every - every value.	0
Well you're - you're basically y-	0
Yeah. So you're making all your  training  data more  uniform.	0
Exactly.  And if - if then - if this data becomes noisy, it b- it becomes eff- effectively becomes less noisy basically.	0
Hmm.	0
But of course you cannot add  too  much noise because then you'll s- then you're  clean  recognition goes down, but I mean it's yet to be seen how much, it's a very simple technique.	0
Mm-hmm.	0
Yes indeed it's a very simple technique, you just take your spectrum and - and use whatever is coming from [MASK]  add  constant,	0
Hmm.	0
you know? on - onto power spectrum.	0
That - that -	0
Or the other thing is of course if you have a spectrum, what you can s- start doing, you can leave - start leaving out	0
the p- the parts which are uh uh low in energy	0
and then perhaps uh one could try to find a - [MASK] to such a spectrum. Because [MASK] will still try to -	0
to - to put the -	0
the continuation basically of the - of the model into these parts where  the issue  set to zero. That's what we want to try.	0
I have a visitor from Brno.  He's a - kind of like young faculty.	0
pretty hard-working so he - so he's - so he's looking into that.	0
Hmm.	0
And  then  most of the effort is uh now also aimed at this e- e- [MASK]	1
This uh - this is this recognition from temporal patterns.	1
Hmm! What is that?	0
Ah, you don't know about TRAPS!	0
Hmm.	0
[MASK] sound familiar, I - but I don't -	0
Yeah I mean tha- This is familiar like sort of because we gave you the  name,  but, what it is, is that	1
Mm-hmm.	0
normally what you do is that you recognize uh speech based on a shortened spectrum.	1
Mm-hmm.	0
Essentially L_P_- [MASK]	1
Uh so if you s- So, given the  spectrogram  you essentially are sliding - sliding the spectrogram along the uh f- frequency axis and you keep shifting this thing,	1
Mm-hmm.	0
Mm-hmm.	0
and you have a  spectrogram.  So you can say "well you can also take the  time  trajectory	1
of the energy at a given  frequency ",	1
Mm-hmm.	0
