Alright. We're on.	0
Test, um. Test, test, test.	0
Guess that's me. Yeah. O_K.	0
Ooh, Thursday.	0
So.	0
There's two sheets of paper in front of us.	0
Yeah. So.	0
What are these?	0
This is the arm wrestling?	0
Uh. Yeah, we formed a coalition actually. We already  made it  into  one.	0
Yeah. Almost.	0
Oh, good. Excellent.	0
Yeah.	0
Yeah.	0
That's the best thing.	0
Mm-hmm.	0
So, tell me about it.	0
So it's - well, it's  spectral subtraction or Wiener filtering,	0
um,	0
depending on if we put - if we square the transfer function or not.	0
Right.	0
And then with over-estimation of the noise,	0
depending on the, uh - the S_N_R, with smoothing along time,	0
um,	0
smoothing along frequency. It's very simple, smoothing things.	0
Mm-hmm.	0
Mm-hmm.	0
And, um,  the best result is	0
when we apply this procedure on F_F_T bins, uh, with a Wiener filter.	0
Mm-hmm.	0
And there is no noise addition after - after that.	0
O_K.	0
So it's good because	0
it's difficult when we have to add noise to - to - to find the right level.	0
O_K.	0
Are you looking at one in - in particular of these two?	0
Yeah. So the sh- it's the sheet that gives fifty-f- three point sixty-six.	0
Mm-hmm.	0
Um,	0
the second sheet is abo- uh, about the same.	0
It's the same, um, idea but it's working on mel bands,	0
and it's a spectral subtraction instead of Wiener filter,	0
and there is also a noise addition after, uh, cleaning up the mel bins.	0
Mmm.	0
Well, the results are similar.	0
Yeah. I mean,  it's -  it's actually, uh,	0
Mm-hmm.	0
very similar. I mean,  if you look at databases,	0
uh,	0
the, uh,	0
one that has the smallest - smaller overall number is actually better on the Finnish and Spanish,	0
uh, but it is, uh,	0
It's worse on -	0
worse on the, uh, Aurora - I mean on the, uh, T_I- T_I-digits, uh, uh.	0
on the multi-condition in T_I-digits. Yeah.	0
Um.	0
Mmm.	0
So, it probably doesn't matter  that  much either way.	0
Yeah.	0
But, um, when you say u- uh, unified do you mean, uh, it's one piece of software now, or - ?	0
So now we are, yeah, setting up the software.	0
Mm-hmm.	0
Um, it should be ready, uh, very soon.	0
Um, and we-	0
So what's - what's happened? I think I've missed something.	0
O_K. So a week ago - maybe you weren't around when - when - when Hynek and Guenther and I - ?	0
@@	0
Hynek was here.	0
Yeah. I didn't.	0
Oh, O_K. So - Yeah, let's summarize.	1
